PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID
116,2019-05-16,19:39:18,5,2,"Fellows, Drake",8889833,Right,VAN_COM,"Curtis, Elliott",1000001463,Left,KEN_WIL,Stretch,3,Bottom,2,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.357380328,-0.0974541522497,-2.77457005458,2158.90072448,239.836617621,02:00:00,5.76492415247,2.0387768981,6.55230860027,-22.2425492439,9.7563153188,16.8394667308,3.82192362448,0.896240363124,83.9385716678,-4.33907313917,0.440815410234,0.407135340933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1365791357,5.42573602942,-1.85471428277,50,5.7486180835,6.01761255553,-134.396441125,-0.883584055591,-18.4249593848,30.8130609276,-22.3118490277,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,d0023f2a-7833-11e9-9ebe-94b86dd51479,92.5794759913,NA,NA,8.41880866016,-1.55691784935,3.5890159347,-0.924627653895,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
117,2019-05-16,19:39:52,5,3,"Fellows, Drake",8889833,Right,VAN_COM,"Curtis, Elliott",1000001463,Left,KEN_WIL,Stretch,3,Bottom,2,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.7205655081,-2.6852336817,-4.30451751913,2174.13714005,236.275306795,02:00:00,5.61371143256,2.06910532738,6.63373105828,-20.6716206048,11.6010996783,17.4243405011,1.424204545,-0.426730737716,84.1341448752,-6.60362013675,-0.992132496246,0.408873821413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.8173581479,7.15431097286,-1.78536712191,50,5.4232378146,9.52222264118,-133.187205201,-6.86064424861,-19.4765155124,27.9720743267,-19.2928028088,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,e85fe7c7-7833-11e9-9ebe-94b86dd51479,92.1858396091,NA,NA,7.58642063287,-1.77285539602,1.04722913524,0.475496166524,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
118,2019-05-16,19:40:17,5,4,"Fellows, Drake",8889833,Right,VAN_COM,"Curtis, Elliott",1000001463,Left,KEN_WIL,Stretch,3,Bottom,2,2,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,1,0,NA,92.2196032836,-2.45544182429,-4.07275457973,2124.19556402,236.458781055,02:00:00,5.70400635551,1.96578671494,6.62296801087,-20.732569441,11.1965093765,16.9349532974,1.72100187465,-0.358299723296,84.5314949516,-6.38736597733,-0.851866503909,0.406691141562,94.0875414584,8.79808061602,27.0066033293,1234.83976614,96.6774991966,7.26063708276,52.4720843237,159.724110963,159.39900637,29.4363468634,1.34977722168,-10.4900913325,6.87152156802,-1.69683293758,50,5.52863599285,9.04653184633,-133.967500527,-6.3620677702,-19.0946892372,28.5073298935,-19.6660955969,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,faafb0a5-7833-11e9-9ebe-94b86dd51479,92.6805938687,8.30746122883,1.34679587232,7.68810833197,2.36792207841,1.8268214613,0.343599940598,2.26102240215,1.81499746411,0.34530719716,33ff254a-7827-11e9-9ebe-94b86dd51479
126,2019-05-16,19:47:02,1,1,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,90.4736514863,-1.94288293577,-2.81095579462,2188.40683405,241.677688861,02:00:00,5.62356648662,2.12780874209,6.27456510962,-24.1238622645,9.2513912181,17.2239063638,1.81967007477,0.970232418803,83.4110556284,-6.47603583325,0.441074484107,0.415799348736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1334269056,5.55568957342,-1.92884245293,50,5.46814759839,5.93113950439,-131.619407285,-5.21447802733,-17.891940335,26.2309976714,-22.3647246926,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,e53531f9-7834-11e9-9ebe-94b86dd51479,90.6503981685,NA,NA,7.06259585792,2.67083055509,1.96069090493,-0.961538414849,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
127,2019-05-16,19:47:17,1,2,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.7484032798,-2.21232513431,-1.95535181755,2219.96835204,233.341074224,01:45:00,5.67855494349,1.93051001892,6.21505029783,-22.246341898,11.0610435686,14.9038284979,1.78111891269,1.36754165275,83.4611798493,-6.3919861649,0.860706305799,0.415376373111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.64886880171,6.62305558515,-1.79174957143,50,5.50168389253,4.04235477436,-132.042215207,-5.79901550962,-15.324316872,27.1704475974,-20.4391263632,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,ee23dc8d-7834-11e9-9ebe-94b86dd51479,90.7427070029,NA,NA,7.28722343042,-1.47174755228,1.45084745008,-1.41539459482,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
128,2019-05-16,19:47:34,1,3,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,1,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,91.5651171346,-0.943868550313,-2.92238237646,2232.80548392,220.220772117,01:15:00,5.69403246051,2.0312865034,6.4909920938,-18.0292412128,14.581329301,12.35717272,3.32400305127,0.376239551724,83.3031358084,-4.37514241624,-0.568029984537,0.411008417839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.6715850509,8.32111868022,-1.83211322662,50,5.61989549743,6.43439802781,-133.205971976,-2.73099477013,-13.7178406361,29.8941361953,-17.2947531811,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,f714e968-7834-11e9-9ebe-94b86dd51479,91.7070670213,NA,NA,8.26198132617,-2.17337929905,3.04075126651,-0.3465177986,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
129,2019-05-16,19:47:53,1,4,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.3311518784,-0.238079806594,-3.38626938951,2309.98801612,224.298646932,01:30:00,5.69829226763,1.94276999692,6.51552430888,-18.668305638,13.203660267,12.9135456078,3.92378302831,-0.0915628230276,84.4439098301,-3.78311897325,-0.934033539594,0.406327245818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.04437415877,7.34534510687,-1.71270481862,50,5.67346900322,7.56328874987,-134.336099048,-1.11638977734,-14.7275877495,28.5893921508,-18.7262386366,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,07286f39-7835-11e9-9ebe-94b86dd51479,92.7635961139,NA,NA,7.88724204829,-2.36248348741,3.66414586233,0.14645809545,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
130,2019-05-16,19:48:11,1,5,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.6736370435,-1.24496713417,-3.96163862206,2268.87987642,239.80718638,02:00:00,5.65629093322,2.08300085919,6.46089535711,-22.0343572624,10.4387028543,17.9931370894,2.67375415875,-0.0618875179334,83.9049507228,-5.41946935163,-0.548218136971,0.410140943946,79.6902345736,5.30845239025,-169.597282939,NA,NA,NA,NA,96.0048095688,53.3692520453,-169.360835543,0.930582885742,-10.9904981559,6.08723537396,-1.81141464478,50,5.55833588884,8.68924385456,-133.247364441,-3.56235283997,-19.7856315951,28.2752484027,-21.2155101141,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,11e8103d-7835-11e9-9ebe-94b86dd51479,91.9010332363,4.40854795458,0.49673998911,7.76868632069,3.3702884067,2.85607636502,0.0407218726298,0.882868322286,2.62288292639,0.0668097200214,33ff254a-7827-11e9-9ebe-94b86dd51479
131,2019-05-16,19:48:32,1,6,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.5219730791,-1.58707754696,-4.05797729413,2255.39801689,228.075091784,01:30:00,5.59643584064,2.19034020603,6.46099643917,-20.2369369812,12.2267829316,13.6490490931,2.44836252491,-0.405463929271,84.129084667,-5.41105639837,-1.47618084178,0.410081955426,63.9642542785,46.1882850607,-117.062472897,4456.33141288,-59.264250944,51.5339922982,-92.6699911288,176.352457919,42.5947933466,-125.244839532,3.38068664551,-8.56378787178,7.13689467692,-1.90999499806,50,5.47505857763,9.02811761739,-133.029033152,-4.30216237059,-15.4381421548,26.9351864623,-19.3082003809,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,1ad91d56-7835-11e9-9ebe-94b86dd51479,91.9142528034,53.3395240785,0.705826783441,7.39288841218,2.02724387254,2.50594721456,0.389547347984,1.96155919258,2.49977825765,0.39127708344,33ff254a-7827-11e9-9ebe-94b86dd51479
132,2019-05-16,19:48:52,1,7,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.1614025515,0.261022187189,-0.528896887933,1954.43214959,175.795082147,11:45:00,5.83090977945,2.08892418714,6.2144571553,-38.7620713708,2.11778568754,-0.158529112441,2.84160366521,1.58766736128,75.0814750524,-7.06329250069,-0.558997822828,0.46017837126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0696185673653,1.08009857261,-2.04928374195,50,5.83099981842,1.10875925157,-119.626831486,-0.543930002696,-0.100274725698,24.3784147416,-30.6183344389,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,2a4ce13f-7835-11e9-9ebe-94b86dd51479,81.9081879444,NA,NA,7.07992749915,-2.41080363975,2.34653836371,-1.55023897504,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
133,2019-05-16,19:49:11,1,8,"Fellows, Drake",8889833,Right,VAN_COM,"Kessler, Coltyn",8898972,Left,KEN_WIL,Windup,4,Bottom,0,3,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,82.489249983,-0.523945112588,-1.24977324963,1926.62290944,184.097176537,12:15:00,5.71819748311,2.08845304746,6.5009930847,-34.8016192412,5.09554466321,0.367687846481,2.33709195068,0.971951090253,75.8562330357,-7.10877880158,-1.17983197443,0.454613712086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.549594788903,2.95470875597,-2.00137328773,50,5.66618030576,2.61200347301,-120.178964516,-2.03016062914,-0.803902797545,23.2575897632,-27.8521396104,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,3583bb05-7835-11e9-9ebe-94b86dd51479,82.9107779177,NA,NA,6.63301694737,-1.79384781311,1.92352719029,-0.905969277245,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
134,2019-05-16,19:49:43,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Shinn, Ryan",3398,Right,KEN_WIL,Windup,4,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.9819618451,-2.13381001656,-3.80537641106,2198.505909,226.32517857,01:30:00,5.70515778061,1.90217752145,6.78832031713,-20.6497651446,11.731791533,12.3193124292,2.0315661931,-0.549573065789,83.8921082045,-6.05117670553,-1.4623671436,0.409562683353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.82782944445,7.07295160212,-1.66008706406,50,5.55853028441,8.45877481417,-132.320320866,-5.51498684023,-13.9841438322,26.2166102034,-19.5384676174,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,478e5e00-7835-11e9-9ebe-94b86dd51479,92.0307880897,NA,NA,7.0898536406,-2.09066278227,1.65041010426,0.633602775596,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
135,2019-05-16,19:49:55,2,2,"Fellows, Drake",8889833,Right,VAN_COM,"Shinn, Ryan",3398,Right,KEN_WIL,Windup,4,Bottom,1,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,82.2390230624,-2.16306291477,-3.21369100149,1949.03713602,180.048492191,12:00:00,5.76642001217,2.05636641281,6.63063460938,-35.9851694577,4.26232450271,0.00363943962479,0.783369808851,-0.888464674349,75.6370910339,-8.95817838639,-3.21299750351,0.456605291675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.934503055354,2.99162199643,-1.83910915929,50,5.60507599369,6.7135347375,-119.56940214,-5.45123032799,-1.34729995751,23.9435314029,-27.8609410009,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,4d951785-7835-11e9-9ebe-94b86dd51479,82.549145199,NA,NA,6.60193202853,0.564782082515,0.647909688192,0.936286175508,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
136,2019-05-16,19:50:09,2,3,"Fellows, Drake",8889833,Right,VAN_COM,"Shinn, Ryan",3398,Right,KEN_WIL,Windup,4,Bottom,1,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.9303907868,-2.2787113748,-3.52537076084,2274.76347404,236.912217469,02:00:00,5.6283738117,2.0568272712,6.55014605084,-21.9261473295,10.0275697034,15.4355413582,1.70683101389,0.106705310104,84.9285122319,-6.41478571064,-0.602770411862,0.406848023815,77.6523564963,21.9214152471,113.341144193,NA,NA,NA,NA,NA,NA,NA,NA,-9.3932747517,6.10003060183,-1.820231728,50,5.46132380039,7.77873815109,-133.695321232,-5.98045344477,-17.16140307,26.2863975509,-21.0293640173,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,597077cf-7835-11e9-9ebe-94b86dd51479,92.6448558546,NA,NA,7.00187855485,-0.0524844011785,1.5399524337,-0.0924412113171,0.0245012371673,1.54878142227,-0.0931293183171,33ff254a-7827-11e9-9ebe-94b86dd51479
137,2019-05-16,19:50:30,2,4,"Fellows, Drake",8889833,Right,VAN_COM,"Shinn, Ryan",3398,Right,KEN_WIL,Windup,4,Bottom,1,1,2,Slider,ChangeUp,InPlay,Undefined,GroundBall,Single,0,0,NA,83.8622066942,-0.521366649958,-3.36451120085,1901.484734,225.199445454,01:30:00,5.80612789081,2.00121885355,6.5052178798,-36.2678860909,2.93335843446,2.99096722459,2.30452676148,-0.840569230434,76.1176486824,-7.42226248075,-2.79295743885,0.450631395518,92.293151896,-6.51807957118,-32.601426374,NA,NA,NA,NA,20.3381977708,20.3381977708,-26.7419502887,0.140394897461,-2.72831888509,1.78930729533,-1.76767662005,50,5.75384398576,7.08604271477,-121.896165705,-2.08313022211,-4.047532653,27.0920455132,-29.5195642351,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,626184a2-7835-11e9-9ebe-94b86dd51479,83.6434764556,2.46442529577,0.140394897461,7.74455801176,2.71731045705,2.47188620676,0.776929349263,2.65856544366,2.46442529577,0.779811801934,33ff254a-7827-11e9-9ebe-94b86dd51479
138,2019-05-16,19:51:08,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"Reed, Dalton",1000049394,Left,KEN_WIL,Stretch,4,Bottom,1,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,92.4170967495,-0.716018232735,-3.34393293398,2247.64861949,232.966164903,01:45:00,5.60611784896,2.0117428216,6.67445053262,-19.5444756967,12.1360306151,16.1247642195,3.32131303337,0.293274660048,84.4169618747,-4.44062022847,-0.268472020838,0.405104973657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.88257889714,6.93454995102,-1.79480556185,50,5.55024372466,7.39268906596,-134.473060284,-2.24638047499,-18.0873074025,29.289220854,-19.4822868242,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,7b42530d-7835-11e9-9ebe-94b86dd51479,93.0434800168,NA,NA,8.00013487477,-1.8202859661,3.06240423255,-0.284317531726,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
139,2019-05-16,19:51:24,3,2,"Fellows, Drake",8889833,Right,VAN_COM,"Reed, Dalton",1000049394,Left,KEN_WIL,Stretch,4,Bottom,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.6700061663,-2.71170205124,-1.98000432859,2224.43866956,229.126861058,01:45:00,5.74752810702,1.7895335456,6.48448013708,-19.7081894753,12.686665568,14.6949645575,1.61242484307,1.19570005202,84.1173770689,-6.43533397206,0.813640066841,0.409646773741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.63975954502,7.73542755442,-1.65728487198,50,5.54840935591,4.17261097161,-133.366072241,-6.9079294885,-15.5768160563,28.4054161961,-18.2276729074,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,84d0bf33-7835-11e9-9ebe-94b86dd51479,92.0118964368,NA,NA,7.55262909738,-0.566330687345,1.38592029707,-1.22596070233,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
140,2019-05-16,19:51:41,3,3,"Fellows, Drake",8889833,Right,VAN_COM,"Reed, Dalton",1000049394,Left,KEN_WIL,Stretch,4,Bottom,1,1,1,ChangeUp,Other,InPlay,Undefined,LineDrive,Single,0,0,NA,86.6023103145,-1.32994696736,-3.06614654206,1938.85631441,233.368087662,01:45:00,5.52125575223,2.0350697198,6.19647639298,-24.4537321916,12.1489447196,16.3858327072,2.25385666741,0.567644923686,79.5929536021,-5.92945486752,0.0257456895436,0.435439620235,103.660702808,12.3384442313,-2.42904707023,NA,109.795340916,17.8429779035,-6.69766101,250.776935462,250.46502887,-3.87855839443,2.16073669434,-9.7405464685,6.97145460636,-1.81289954131,50,5.4087395097,6.25691562826,-125.964842863,-3.66054623023,-15.7181794183,24.5475215722,-20.9243127573,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,8f16c569-7835-11e9-9ebe-94b86dd51479,86.5616603761,18.431392167,2.15767148452,7.0093567124,1.16256483475,2.22740952655,-0.567796786222,1.06534079739,2.21726059463,-0.567874838917,33ff254a-7827-11e9-9ebe-94b86dd51479
141,2019-05-16,19:52:29,4,1,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.9380953352,-1.61048311491,-4.2031938101,2247.48690805,237.273134054,02:00:00,5.61674996424,2.08950769409,6.52143937048,-21.2193867095,10.9570389986,17.0968270152,2.36667103861,-0.348606883225,84.3253405331,-5.6293351947,-0.961152108305,0.408263371721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.5531760775,6.47318315893,-1.80465098706,50,5.49523814371,9.31096104846,-133.600434778,-4.39630108127,-19.1410793615,27.833378653,-20.4331554209,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,a9e9ec4f-7835-11e9-9ebe-94b86dd51479,92.3236791051,NA,NA,7.61275480204,0.713189834227,2.29694194858,0.36010350135,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
142,2019-05-16,19:53:03,4,2,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,91.3084891505,-1.7462413884,-4.67828335519,2118.37480581,241.601292154,02:00:00,5.66694792285,1.90217583891,6.71980305554,-23.6661482029,8.74432112022,16.2295172307,2.0930200985,-1.03044974896,83.8330752865,-6.23967211696,-1.59255937163,0.409745486464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2668795775,5.32467935973,-1.59933480214,50,5.54182888908,10.3958811364,-132.632007627,-4.72472005683,-18.3542371571,27.4106630065,-22.6550484536,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,bbce6883-7835-11e9-9ebe-94b86dd51479,91.9897296401,NA,NA,7.47541386403,-1.96661501562,1.71306777444,1.11772664322,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
143,2019-05-16,19:53:25,4,3,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.8192863846,-1.74883266091,-4.92389080917,2235.5776306,234.704610628,01:45:00,5.77135245279,1.88700024027,6.58539533669,-21.2513704483,10.9159828432,15.4625495091,2.39158112814,-1.34716703906,84.413591247,-5.77110916656,-1.99691237274,0.408205811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.82101383464,6.48417212701,-1.55638335432,50,5.64227852956,11.0327465604,-133.319582208,-4.70792366891,-17.7882307674,26.9582700082,-20.4296449671,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,cd099975-7835-11e9-9ebe-94b86dd51479,92.336697581,NA,NA,7.4056951376,-2.2284005661,2.01274463739,1.46682496359,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
144,2019-05-16,19:53:47,4,4,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NA,83.4899213351,-1.33215538755,-2.71291596789,2065.88691226,230.812424997,01:45:00,5.87331866753,2.017327129,6.69430287962,-35.2483465117,3.17957511915,3.94459125467,1.71629887006,-0.136397274796,77.5415042339,-7.97957294451,-1.96411982495,0.446164453501,48.4899222136,-30.4944844739,-46.071960463,NA,NA,NA,NA,4.02427258738,3.55215826593,-28.8924853629,0.0472454833984,-2.86879127036,2.09737057354,-1.83860346335,50,5.77034647962,5.65898549216,-121.601575616,-3.75202341015,-4.33509066503,21.7887437766,-29.0046678878,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,d69f2d15-7835-11e9-9ebe-94b86dd51479,84.4809043512,1.73068790603,0.0390378852819,5.9484171011800004,1.52885808637,1.73201888208,0.132548023698,1.51935029305,1.73068790603,0.132874371173,33ff254a-7827-11e9-9ebe-94b86dd51479
145,2019-05-16,19:54:25,4,5,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,1,2,Slider,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,NA,83.2404448785,0.346248706063,-2.66803054213,1777.29574954,242.553049364,02:00:00,5.90863761936,1.90717413675,6.57157954572,-37.0104477076,1.81274171946,3.56040984901,3.14211987222,-0.243152122191,77.0903094462,-6.6409999582,-1.99367974901,0.448453196384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63553742774,0.912660768141,-1.72565089016,50,5.9163984271,5.55496224557,-121.251766109,-0.257322348092,-3.95984706793,21.6572401294,-30.8027923456,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,f0ac6b84-7835-11e9-9ebe-94b86dd51479,84.0497443769,NA,NA,6.15013543231,-1.87308552546,2.7444682994,0.356284528444,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
146,2019-05-16,19:54:47,4,6,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,84.5240696927,-1.87612021034,-3.44192800768,1955.79412584,224.943133637,01:30:00,5.89898823544,1.96045172481,6.64784135454,-33.9309324666,3.68533194003,3.71332134271,1.35072003291,-0.883855693415,78.5581196899,-8.25779590383,-2.73868533517,0.441427464722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91572885108,2.50852927239,-1.73031138195,50,5.75842180993,7.29785341923,-122.986331684,-4.94231136254,-4.50930645056,22.1666044479,-28.2944946585,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,fa6360bf-7835-11e9-9ebe-94b86dd51479,85.3874748026,NA,NA,5.96595000278,-0.407449156624,1.08162504216,0.970669477924,NA,NA,NA,33ff254a-7827-11e9-9ebe-94b86dd51479
147,2019-05-16,19:55:18,4,7,"Fellows, Drake",8889833,Right,VAN_COM,"Shelby, Jaren",8889851,Right,KEN_WIL,Stretch,4,Bottom,1,3,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Double,0,1,NA,92.0802897046,-1.41755099727,-3.81466857864,2154.70422861,239.746578257,02:00:00,5.66866953234,1.97840230114,6.71582926729,-22.7471469716,9.04887655494,15.565491176,2.47431114313,-0.216185644585,84.540378049,-5.73993396517,-0.851242679392,0.405842872485,100.414985833,26.146034251,-12.9132492776,2433.44015782,107.466917285,51.5979229624,-23.4681222261,398.347529718,392.97935424,-11.8737265533,5.09194885254,-9.66584884489,5.4048620169,-1.73233566459,50,5.56568342541,8.48581126422,-133.922491309,-3.96988920571,-17.6158316135,27.9748514333,-22.3237870107,KEN_WIL,VAN_COM,UKentucky,NCAA,SEC,20190516-UKentucky-1,153687da-7836-11e9-9ebe-94b86dd51479,92.8743094348,78.9558491297,4.9981709588,7.53991165563,1.01075151604,2.43336898241,0.222123574848,0.986839135398,2.43094858582,0.222467559422,33ff254a-7827-11e9-9ebe-94b86dd51479
